
\xb0\xd0\xfe0,0\n
1019,1449\n
1010,3799\n
1015,0\n
1012,1871\n
1013,3232\n
1013,1785\n
1017,3311\n
1013,3439\n
1011,1518\n
1012,4095\n
1016,0\n
1013,1523\n
1014,3360\n
1013,1530\n
1013,1603\n
1017,3206\n
1014,1821\n
1013,4095\n
1014,0\n
1016,1609\n
1016,4056\n
1009,1691\n
1014,2160\n
985,3433\n
1014,2138\n
1014,3097\n
1013,2064\n
1014,4095\n
1012,0\n
1019,1232\n
1015,4095\n
1023,1201\n
1014,2201\n
1014,2789\n
1012,0\n
1009,1057\n
1012,4095\n
1013,1045\n
1020,4095\n
1013,2585\n
1023,2405\n
1023,2576\n
1013,278\n
1015,2507\n
1013,303\n
1019,2383\n
1015,2559\n
1014,4095\n
1020,553\n
1015,4095\n
1019,674\n
1015,2327\n
1013,525\n
1015,2000\n
1015,503\n
1019,2005\n
1013,2947\n
1015,4095\n
1017,721\n
1014,4095\n
1013,656\n
1012,1771\n
1015,384\n
1013,1787\n
1014,849\n
1013,2209\n
1023,3266\n
1015,4095\n
1015,1175\n
1016,4095\n
1016,0\n
1015,2101\n
1016,3477\n
1014,1838\n
1014,1345\n
1008,3411\n
1015,0\n
1012,1595\n
1015,4095\n
1017,1505\n
1012,3659\n
1014,1410\n
1017,1648\n
1016,2864\n
1020,0\n
977,1247\n
1014,4095\n
1015,0\n
1017,4095\n
1016,0\n
1016,4095\n
1014,0\n
1016,4095\n
1015,0\n
1017,751\n
1017,4095\n
1015,0\n
1012,4095\n
1009,0\n
1018,4095\n
1023,0\n
1012,4095\n
1014,42\n
1017,666\n
1016,4095\n
1009,657\n
1013,4095\n
1013,751\n
1014,4095\n
1014,763\n
1013,4095\n
1015,674\n
1014,4095\n
1012,0\n
1015,4095\n
1012,0\n
1015,4095\n
1016,0\n
1016,4095\n
1017,0\n
1016,2335\n
1014,4095\n
1015,2249\n
1016,3738\n
984,4095\n
1013,3875\n
1012,2093\n
1009,1693\n
1023,4095\n
1011,0\n
1016,1810\n
1016,4095\n
1015,1715\n
1020,3761\n
1016,3359\n
1015,1578\n
1019,3130\n
1016,0\n
1016,1216\n
1015,4095\n
1014,1088\n
1016,3791\n
1012,2736\n
1017,1786\n
1016,4095\n
1019,0\n
986,868\n
1019,4095\n
1003,0\n
1015,4095\n
1016,0\n
1018,4095\n
1018,0\n
1017,2134\n
1017,2102\n
1018,4095\n
1017,53\n
1016,623\n
1017,4095\n
1014,611\n
1014,4095\n
1014,528\n
1013,4095\n
1015,479\n
983,4095\n
1014,0\n
1014,4095\n
1015,0\n
1017,4095\n
1013,0\n
1007,3018\n
1015,720\n
1016,1387\n
1014,2789\n
992,2763\n
1014,2884\n
1014,2693\n
1015,1061\n
1019,2697\n
1015,0\n
1023,1150\n
1015,3171\n
1014,1117\n
1016,3285\n
1017,2537\n
1012,1563\n
1012,4095\n
1015,0\n
1015,1039\n
1015,3623\n
1019,944\n
1008,3675\n
1014,884\n
1023,4095\n
1016,827\n
1013,4095\n
1015,730\n
1015,4095\n
1015,0\n
1015,4095\n
1016,0\n
1014,4095\n
1017,0\n
1014,4095\n
1018,433\n
1016,3538\n
1015,574\n
1023,3503\n
1015,704\n
1010,1897\n
1015,803\n
1009,1834\n
1016,917\n
1013,1776\n
1015,2800\n
1016,3226\n
1015,1104\n
1015,4095\n
1013,0\n
1014,1638\n
1017,3021\n
1016,1602\n
1014,1375\n
1007,2967\n
1000,1412\n
1016,4095\n
1015,0\n
1015,1403\n
1004,3270\n
1005,1333\n
1016,1633\n
1013,2555\n
1016,0\n
1018,1447\n
1023,4095\n
1016,1350\n
1013,3314\n
1014,2543\n
1023,1764\n
1018,2543\n
1015,0\n
1014,1263\n
1012,3536\n
1004,1261\n
1013,3583\n
1013,2449\n
1015,2023\n
1016,4095\n
1023,246\n
1015,2363\n
1014,267\n
1016,2283\n
1015,387\n
1021,2266\n
1016,2254\n
1014,3842\n
1016,518\n
1014,3839\n
1023,582\n
1020,2191\n
1016,656\n
1018,2199\n
1016,803\n
1012,2203\n
1023,2591\n
1017,3703\n
1014,933\n
1017,3631\n
1014,964\n
1018,2006\n
1016,1060\n
1018,3354\n
1013,0\n
1009,1840\n
1015,4095\n
1015,1850\n
1016,2959\n
1014,3125\n
1015,1328\n
1012,3015\n
1017,0\n
1015,1709\n
1023,3083\n
1017,1616\n
1023,3129\n
1016,2910\n
1016,1627\n
1017,4095\n
1023,0\n
1016,1499\n
1015,3304\n
1014,1488\n
1015,1827\n
1017,2672\n
1015,1853\n
1017,4095\n
1009,83\n
1023,2576\n
1003,2038\n
1013,2502\n
1018,237\n
1015,2407\n
1015,315\n
1020,2368\n
1023,2209\n
1015,4017\n
1017,474\n
1016,3860\n
1017,571\n
985,2190\n
1016,2357\n
1013,2143\n
1015,663\n
1016,2096\n
1013,2442\n
1016,3435\n
1012,797\n
1017,3341\n
1004,857\n
1016,1990\n
1017,922\n
1014,1947\n
1016,975\n
1016,1903\n
1013,2706\n
1014,3186\n
1019,1180\n
1014,4095\n
1016,0\n
1016,1792\n
1016,2864\n
1015,1749\n
1018,1331\n
1015,2881\n
1017,0\n
1016,1648\n
1017,4095\n
1015,1564\n
1012,3052\n
1016,1525\n
1016,1613\n
1016,2689\n
1015,0\n
1016,1438\n
1015,4095\n
1023,1390\n
1017,3277\n
1014,2533\n
1015,1840\n
1015,4095\n
1017,151\n
1019,2479\n
1016,203\n
1019,2413\n
1016,299\n
1015,2411\n
1017,2093\n
1014,3947\n
1016,406\n
1013,3789\n
1023,465\n
989,2287\n
1017,2236\n
1002,2223\n
1011,595\n
1012,2199\n
1023,2323\n
1018,3438\n
1015,731\n
1012,3435\n
1016,773\n
1017,2016\n
1014,830\n
1019,1990\n
1023,929\n
1016,1985\n
1011,2577\n
1014,3155\n
1015,1071\n
1004,4095\n
1013,0\n
1008,1811\n
1013,2720\n
1018,1809\n
1005,1232\n
1012,2944\n
1015,1290\n
1019,4095\n
1014,0\n
1016,1686\n
1014,2947\n
1014,1661\n
1016,1506\n
1012,2797\n
1015,0\n
993,1568\n
975,4095\n
982,0\n
1016,4095\n
1017,0\n
1017,4095\n
1015,0\n
1012,1408\n
1016,3266\n
1017,1386\n
1016,1859\n
1013,2544\n
1015,1936\n
1017,4095\n
1015,191\n
1012,3978\n
1014,237\n
1015,2319\n
1014,333\n
1012,2304\n
1016,350\n
1014,2194\n
1015,2162\n
1017,3486\n
1012,494\n
1015,3669\n
1013,797\n
1021,2469\n
1014,955\n
1015,2035\n
1017,1378\n
1015,3675\n
1016,1435\n
1016,4095\n
1017,0\n
1014,1995\n
982,3122\n
1015,650\n
1012,4095\n
1016,545\n
1023,4095\n
1015,494\n
1017,4095\n
1014,403\n
1014,4095\n
1017,0\n
1015,4095\n
1015,0\n
980,4095\n
1012,0\n
1012,2378\n
1016,1684\n
1017,2259\n
1013,1761\n
1016,3436\n
1015,94\n
1014,2065\n
1016,1856\n
1019,2179\n
1016,0\n
1015,1360\n
1017,2979\n
1015,1110\n
1016,2960\n
1013,1947\n
1023,1741\n
1014,2906\n
1015,548\n
1016,2032\n
1012,503\n
